sentence_type,timestamp,lat-dd,lat-dir,lon-dd,lon-dir,satellites_in_view,satellites_in_use,knots,mph,kph,course,altitude,fix_stat,fix_type,fix_time
GPGGA,20210803T191338.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.27, 0.31077, 0.50004],196.4,234.5,1,1,159469
GPRMC,20210803T191338.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.15, 0.17265, 0.2778],216.08,234.5,1,1,159593
GPGGA,20210803T191339.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.15, 0.17265, 0.2778],216.08,234.5,1,1,160471
GPRMC,20210803T191339.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.09, 0.10359, 0.16668],204.62,234.5,1,1,160594
GPGGA,20210803T191340.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.09, 0.10359, 0.16668],204.62,234.5,1,1,161470
GPRMC,20210803T191340.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.08, 0.09208, 0.14816],200.93,234.5,1,1,162094
GPGGA,20210803T191341.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.08, 0.09208, 0.14816],200.93,234.5,1,1,162472
GPRMC,20210803T191341.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.1, 0.1151, 0.1852],254.77,234.5,1,1,163097
GPGGA,20210803T191342.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.1, 0.1151, 0.1852],254.77,234.5,1,1,163471
GPRMC,20210803T191342.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.18, 0.20718, 0.33336],241.53,234.5,1,1,164095
GPGGA,20210803T191343.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.18, 0.20718, 0.33336],241.53,234.5,1,1,164472
GPRMC,20210803T191343.750,[42.17731, 'N'],[83.78338, 'W'],0,6,[0.23, 0.26473, 0.42596],269.17,234.5,1,1,165097
